,Open,High,Low,Volume,increase
1281,10960.735352,11895.091797,10960.735352,23875988832.0,True
1282,11811.544922,12273.821289,11290.731445,23635107660.0,False
1283,11476.193359,12036.990234,11433.701172,22194988641.0,True
1284,11954.040039,11979.419922,11556.167969,19481591730.0,True
1285,11953.469727,11970.458008,11709.745117,18339989960.0,False
1286,11861.556641,11915.655273,11323.898438,18125355447.0,False
1287,11349.740234,11523.579102,11248.294922,15774371518.0,True
1288,11528.189453,11528.189453,11320.951172,13647198229.0,False
1289,11385.052734,11420.049805,10830.327148,16681503537.0,False
1290,10889.487305,10889.556641,10028.135742,19990838300.0,False
1291,10038.421875,10437.411133,9675.316406,22899115082.0,True
1292,10319.419922,10524.349609,9855.478516,20228207096.0,True
1293,10358.722656,10452.625,10086.698242,13778035685.0,False
1294,10233.005859,10487.070313,10119.094727,12999813869.0,True
1295,10350.283203,10916.053711,10313.204102,16038264603.0,True
1296,10916.34668,10947.041992,10618.960938,15053082175.0,False
1297,10764.572266,10798.729492,9962.72168,19473084768.0,False
1298,10142.521484,10232.996094,9831.462891,17097508856.0,False
1299,10136.30957,10442.443359,10078.192383,15627023886.0,True
1300,10407.644531,10418.020508,9982.296875,15451030650.0,False
1301,10160.737305,10304.62207,10008.789063,14153856610.0,False
1302,10126.299805,10512.328125,10126.299805,18438654080.0,True
1303,10372.826172,10381.328125,10087.300781,14762609503.0,False
1304,10203.426758,10279.366211,9716.65625,17603790323.0,False
1305,9756.786133,9756.786133,9421.629883,17045878501.0,False
1306,9514.844727,9656.124023,9428.302734,13595263986.0,True
1307,9597.539063,9673.220703,9531.799805,11454806419.0,True
1308,9630.592773,9796.755859,9582.944336,11445355859.0,True
1309,9757.473633,10396.591797,9730.650391,17248102294.0,True
1310,10345.725586,10736.104492,10308.547852,19384917989.0,True
1311,10621.180664,10762.644531,10434.709961,16742664769.0,False
1312,10588.183594,10627.269531,10516.417969,14551239508.0,False
1313,10578.198242,10898.761719,10292.299805,19536574783.0,False
1314,10353.931641,10558.673828,10348.918945,15307366476.0,True
1315,10518.114258,10595.637695,10409.09082,13670567493.0,False
1316,10443.228516,10450.311523,10144.929688,17595943368.0,False
